label	expression_WT	expression_std_WT	expression_reps_WT	expression_pvalue_WT	expression_qvalue_WT	library_WT	expression_log2_WT	group_name_WT	plot_color_WT	variant_WT	expression_MUT	expression_std_MUT	expression_reps_MUT	expression_pvalue_MUT	expression_qvalue_MUT	library_MUT	expression_log2_MUT	group_name_MUT	plot_color_MUT	variant_MUT	wt_vs_mut_log2	wt_vs_mut_pvalue	wt_vs_mut_qvalue	expression_POLY	expression_SEM_POLY	expression_log2_POLY	autonomous_activity	crx_bound	nrl_bound	mef2d_bound	binding_group
chr19-32196443-32196607_UPPE	0.6225321294430013	0.21612773650934008	3.0	0.09460262565863042	0.1187969753241997	1	-0.6814641935432066	Inactive	#33a02c	WT	0.3795345393823345	0.07283508004056037	3.0	0.0009080318368569068	0.002860359790151475	1.0	-1.3939006883750213	Silencer	#e31a1c	MUT-allCrxSites	0.7124364948318147	0.12960849583982395	0.1935250143361755	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-3330641-3330805_CPNE	0.6972767610831365	0.1459580849996447	3.0	0.020732793226839918	0.03361299731582445	1	-0.5181291348073381	NaN	grey	WT	0.8955812175331032	0.1332034248961169	3.0	0.3481327275712682	0.3821589452923239	1.0	-0.15749381817964103	Inactive	#33a02c	MUT-allCrxSites	-0.3606353166276971	0.15806299094755855	0.22769426449273852	0.07287148724312234	0.0333450843242726	-3.592980376215665	False	True	False	False	CRX only
chr19-34607827-34607991_UPCN	5.0648875886438605	1.090767570985576	3.0	0.0037708188745551397	0.008829189639545328	1	2.340815064198982	Weak enhancer	#a6cee3	WT	2.3627285896278183	0.3888010048899931	3.0	0.004815538660550385	0.010716802935771156	1.0	1.2410643904742804	Weak enhancer	#a6cee3	MUT-allCrxSites	1.0997506737247018	0.009734831653642629	0.027944022976513293	0.6447501345147543	0.2901843570051883	-0.6109836439178307	False	False	False	False	No binding
chr19-36838502-36838666_CPRE	0.4976666336171041	0.08343117021489094	3.0	0.0013714912789827818	0.0039102957165303865	1	-1.0038524211114654	Silencer	#e31a1c	WT	1.423362716858555	0.4797286272302575	3.0	0.18955336478468612	0.21982702642219207	1.0	0.51031657831205	Inactive	#33a02c	MUT-allCrxSites	-1.5141689994235155	0.018059851228394114	0.042232929809427	0.09323609503933844	0.05801722969853242	-3.27598061802444	False	True	False	False	CRX only
chr19-36925613-36925777_UPPP	4.767562261068872	1.8496747950015775	3.0	0.009762792625467951	0.01863770617578413	1	2.2535543539693856	Weak enhancer	#a6cee3	WT	4.804589208096896	0.9102159610157602	3.0	6.660897380392466e-05	0.0004722556594033419	1.0	2.2647133291229813	Weak enhancer	#a6cee3	MUT-allCrxSites	-0.011158975153595652	0.8197298902545572	0.8573081261617491	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-37175034-37175198_CPPP	4.9513189231182775	0.6848417576301582	3.0	2.8081685349487598e-05	0.0003183694846108181	1	2.30810422529241	Weak enhancer	#a6cee3	WT	2.995878086789617	2.8794563601239003	3.0	0.24172251014614074	0.2734667230577779	1.0	1.5834603961099232	NaN	grey	MUT-allCrxSites	0.724643829182487	0.2186742431828444	0.2971183276487124	0.0	0.0	-6.643856189774724	False	True	False	True	CRX+MEF2D
chr19-37740051-37740215_CPPE	3.374263088902285	0.2433943526821666	3.0	0.000362285579705285	0.0014476365599694972	1	1.7549999591299106	Weak enhancer	#a6cee3	WT	1.88474429085438	0.05474527989490725	3.0	0.0009194763378201707	0.0028850670730427947	1.0	0.9151340581299225	NaN	grey	MUT-allCrxSites	0.839865900999988	0.0018623247577156073	0.009628145387715472	0.264480779128567	0.07031631074175998	-1.8652229687052848	False	True	True	False	CRX+NRL
chr19-38003683-38003847_CSPE	0.5518903086250102	0.06301055249292561	3.0	0.0014562998807272616	0.004115481203207494	1	-0.8549348113530801	NaN	grey	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.078427072450218	0.2603830576361484	0.1222447463050935	True	True	True	True	All three
chr19-38363430-38363594_CPPE	0.0	0.0	3.0	NaN	NaN	1	-9.965784284662087	Silencer	#e31a1c	WT	0.6848012425328681	0.0975602794721752	3.0	0.010959568791297315	0.02038013430551884	1.0	-0.5441375767404072	NaN	grey	MUT-allCrxSites	-9.42164670792168	NaN	NaN	0.8913250081409679	0.2187872538774715	-0.14988067465861327	False	True	True	True	All three
chr19-38837352-38837516_UPPP	0.05476342254350375	0.028480957423187	3.0	0.00455530938521338	0.010241988874986304	1	-4.164537078801371	Silencer	#e31a1c	WT	0.018991363766423203	0.005628738864229393	3.0	0.001326080575938565	0.003814763212768809	1.0	-5.6444792968845325	Silencer	#e31a1c	MUT-allCrxSites	1.4799422180831616	0.052556572272562364	0.09490657597677622	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-4032825-4032989_CPPE	1.245154447748872	0.09802807883792668	3.0	0.038745045808677145	0.0556128501649182	1	0.3174828863335382	Inactive	#33a02c	WT	2.0733166420545586	0.3934980274894939	3.0	0.001453521788276136	0.004110046609554933	1.0	1.0526361367035535	Weak enhancer	#a6cee3	MUT-allCrxSites	-0.7351532503700153	0.03057307652849961	0.06248372515512108	0.09543962623097026	0.04196780275213701	-3.245510933575966	False	True	False	False	CRX only
chr19-40391643-40391807_CBPE	8.231444352147635	1.219565249997734	3.0	1.3654616721233659e-05	0.00023193548614477104	1	3.041320854843461	Strong enhancer	#1f78b4	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-40612326-40612490_CPPQ	1.5171388301917783	0.3756773757184628	3.0	0.07871229500230051	0.10114140659611297	1	0.6023037278224961	Inactive	#33a02c	WT	0.7766552711226314	0.2244758405232448	3.0	0.18831413095639948	0.21854805106407832	1.0	-0.3627973340959874	Inactive	#33a02c	MUT-allCrxSites	0.9651010619184834	0.03555204307157902	0.0698928942950281	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-4097206-4097370_CSPP	2.8170391670832307	0.7333917914825858	3.0	0.0030931917203186263	0.0074831266228342404	1	1.4946916633736176	Weak enhancer	#a6cee3	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-4120266-4120430_CPPE	0.1949086009254628	0.02427274246952813	3.0	0.00016163298803119455	0.0008309837149368472	1	-2.3517473576181342	Silencer	#e31a1c	WT	2.086191249917332	0.4297754160314524	3.0	0.0013782878244518696	0.003925017519040365	1.0	1.0615628011042744	Weak enhancer	#a6cee3	MUT-allCrxSites	-3.4133101587224086	0.00024407298384957512	0.0033962496050557902	0.20384893537378607	0.046139233116768784	-2.2253360699727764	False	True	False	False	CRX only
chr19-41333092-41333256_CPPN	4.651269228114906	0.1893537891814301	3.0	2.6592435384756546e-05	0.0003110215009599141	1	2.2179345883904973	Weak enhancer	#a6cee3	WT	4.3120356222446885	0.7765714129716701	3.0	5.276369639171e-05	0.0004097497391840872	1.0	2.108703631635485	Weak enhancer	#a6cee3	MUT-allCrxSites	0.10923095675501227	0.4734915126069462	0.5537945441042197	3.500973916226916	0.8490949116092512	1.8118712781697188	True	True	False	False	CRX only
chr19-4153236-4153400_CPPE	0.7777346393908348	0.2480408112154862	3.0	0.29462536477329665	0.32829488374252136	1	-0.3607962937564717	Inactive	#33a02c	WT	0.3865096295293105	0.3688949987953967	3.0	0.12189984741254388	0.14842263589465512	1.0	-1.3676959333996652	NaN	grey	MUT-allCrxSites	1.0068996396431935	0.1599186340384947	0.22977690222155006	0.20463769082789535	0.024114825243009425	-2.220024656277038	False	True	False	False	CRX only
chr19-41697440-41697604_UPPE	13.95783195963727	10.419500860168151	3.0	0.023772609306717363	0.0375410423578812	1	3.803106320350366	Strong enhancer	#1f78b4	WT	2.42481659189284	0.2428630508208968	3.0	0.0005499337982677963	0.00195672225630888	1.0	1.2784704770992914	Weak enhancer	#a6cee3	MUT-allCrxSites	2.5246358432510743	0.05449676824421628	0.09760169721145809	0.0	0.0	-6.643856189774724	False	False	False	True	MEF2D only
chr19-41911990-41912154_UPPP	0.2084762151804421	0.05529745002232462	3.0	0.006387875494057703	0.013420680725496232	1	-2.2551416513887177	Silencer	#e31a1c	WT	0.8245898818293966	0.18311660766450835	3.0	0.2262834842874188	0.2575762985956955	1.0	-0.27650280523569476	Inactive	#33a02c	MUT-allCrxSites	-1.9786388461530229	0.0023892926158558775	0.011228244580381392	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-42002724-42002888_CPRE	2.6791225261223595	0.2893938535431626	3.0	0.001091736492382716	0.00330477161138773	1	1.4222989573205225	Weak enhancer	#a6cee3	WT	6.6166581294076074	2.281957254815552	3.0	0.0040065589355643685	0.009286175893566982	1.0	2.726320763432277	Weak enhancer	#a6cee3	MUT-allCrxSites	-1.3040218061117543	0.037484794898392106	0.07263720255866203	0.2452147712777374	0.07897957252459924	-1.970216263306421	False	True	False	False	CRX only
chr19-42017370-42017534_CPCE	9.206323282290844	0.4663728297804437	3.0	7.250532967874056e-05	0.0004971941794089955	1	3.2027818025014163	Strong enhancer	#1f78b4	WT	8.64933547074718	1.096046894119791	3.0	7.943264765145954e-05	0.0005223430058284077	1.0	3.1127560833387826	Strong enhancer	#1f78b4	MUT-allCrxSites	0.09002571916263369	0.4518975406349056	0.5349158218556168	0.13532603224165646	0.07525073627825937	-2.7826349389091347	False	True	False	False	CRX only
chr19-42571051-42571215_CPPP	0.4203424247552093	0.11247286648488536	3.0	0.005555243567109775	0.011969545417793223	1	-1.2469349074409142	Silencer	#e31a1c	WT	2.6434281830387403	0.4244214657671104	3.0	0.00022108480265872765	0.0010248357245713632	1.0	1.402955795428122	Weak enhancer	#a6cee3	MUT-allCrxSites	-2.649890702869036	0.0012126462685117547	0.007724714216948255	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-43516760-43516924_CPPP	0.6350226766613724	0.13754571690836365	3.0	0.01190409515556861	0.021700032390147256	1	-0.6528498908184834	NaN	grey	WT	0.4893035933945553	0.2069168159496935	3.0	0.043405021595670924	0.06095470020753437	1.0	-1.0282527598321758	NaN	grey	MUT-allCrxSites	0.37540286901369235	0.31254587031833997	0.3978040853484158	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-43524640-43524804_CSPP	2.449851355764457	0.29524270989287743	3.0	0.000293475545067015	0.0012396633964298252	1	1.2932829873444944	Weak enhancer	#a6cee3	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-44070051-44070215_UPPP	0.4453505463904624	0.11722335296837193	3.0	0.030859787325609737	0.04631376761604933	1	-1.16375090291184	Silencer	#e31a1c	WT	1.042906164797813	0.2442984435812047	3.0	0.9583938768475536	0.964009074284618	1.0	0.06199203598343872	Inactive	#33a02c	MUT-allCrxSites	-1.2257429388952787	0.013189385962749193	0.03389335331881325	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-45016914-45017078_CPPE	0.7451753820166171	0.160873746355625	3.0	0.028681115690376117	0.043643597063513125	1	-0.42241333166166506	NaN	grey	WT	1.0526203008795856	0.05129224973360757	3.0	0.5480743792242313	0.5808186818630687	1.0	0.07535504844448457	Inactive	#33a02c	MUT-allCrxSites	-0.49776838010614965	0.08995750973811162	0.1445508878838452	0.08880212492283941	0.0330552239244993	-3.339314119800029	False	True	False	False	CRX only
chr19-4510362-4510526_CSPP	3.4529321033143403	0.16671769356364047	3.0	0.0004367216236321194	0.0016452357717865187	1	1.7882397229437135	Weak enhancer	#a6cee3	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.06731805391717056	0.019466795448017292	-3.6930508641678985	False	True	False	False	CRX only
chr19-45311252-45311416_UPPE	2.063946661101921	0.3035693091920129	3.0	0.02226957619887828	0.035683284262669285	1	1.0461045163868061	Weak enhancer	#a6cee3	WT	1.4420623132322798	0.27321503532726843	3.0	0.10052728347528188	0.1252876981243661	1.0	0.5291335985471904	Inactive	#33a02c	MUT-allCrxSites	0.5169709178396157	0.059964707882344724	0.10518619299522605	0.4628501123932374	0.05482457526728343	-1.0805451552473768	False	False	False	False	No binding
chr19-45312771-45312935_CPPE	12.150687938623458	0.5223960170727233	3.0	4.1721075056843356e-06	0.0002111086397876273	1	3.6030848211911204	Strong enhancer	#1f78b4	WT	3.257990254262708	0.2392004520253249	3.0	7.462339013596361e-05	0.0005009980955077892	1.0	1.7044250378242882	Weak enhancer	#a6cee3	MUT-allCrxSites	1.8986597833668322	6.590430760195633e-05	0.0020362874254336743	2.3717665623597077	0.5034317866327813	1.2520320211661797	True	True	False	False	CRX only
chr19-45363392-45363556_CSPE	3.3624259962204337	0.282255743916502	3.0	7.962262018801746e-05	0.0005228769607155736	1	1.7499315156212294	Weak enhancer	#a6cee3	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-45438817-45438981_CPNE	0.09166483831323086	0.04873134584476567	3.0	0.0076046063878835325	0.015359387775863926	1	-3.4318341779380512	Silencer	#e31a1c	WT	4.104829756615207	1.1909108364910406	3.0	0.010327839521810402	0.019514907461219574	1.0	2.0376738090395827	Weak enhancer	#a6cee3	MUT-allCrxSites	-5.469507986977634	0.0010169381164231446	0.007075292852561027	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-46016136-46016300_CPPN	0.0	0.0	3.0	NaN	NaN	1	-9.965784284662087	Silencer	#e31a1c	WT	2.658774815928542	0.22333888598056886	3.0	0.0019268862516415414	0.005171715361050189	1.0	1.411304108247111	Weak enhancer	#a6cee3	MUT-allCrxSites	-11.377088392909197	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-46075865-46076029_CSPP	0.07897184412367696	0.06312424202820575	3.0	0.022343425192944792	0.035742044892674074	1	-3.644364033436653	Silencer	#e31a1c	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-46328365-46328529_CPPP	3.6078981371303622	0.39187245438953344	3.0	0.0001513779487776196	0.0007944037115436872	1	1.8515584230548119	Weak enhancer	#a6cee3	WT	4.677065042991924	0.7069310427729221	3.0	0.00020079281483890117	0.000962324088664604	1.0	2.2259119208073868	Weak enhancer	#a6cee3	MUT-allCrxSites	-0.37435349775257487	0.08281601683591915	0.13512268193935414	0.16053592785009566	0.02912837384960684	-2.5518523822021457	False	True	False	False	CRX only
chr19-46499826-46499990_CPPP	0.5844665624701819	0.07940892978138049	3.0	0.03083282295635935	0.046287751390137216	1	-0.7723413179029434	NaN	grey	WT	0.17110174270040124	0.041497883354601334	3.0	0.006942936905578614	0.01436088541528244	1.0	-2.5386663887207668	Silencer	#e31a1c	MUT-allCrxSites	1.7663250708178233	0.003536280847926856	0.014364768164870584	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-46857669-46857833_CPPE	4.445872243441939	0.5052504517834274	3.0	0.00011884759485110156	0.000684192081975144	1	2.152790957331572	Weak enhancer	#a6cee3	WT	2.056822708089681	0.8256347242118782	3.0	0.06794937768887906	0.0890007244006653	1.0	1.04111869205803	NaN	grey	MUT-allCrxSites	1.1116722652735422	0.05428544551188789	0.09726762017746488	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-47204726-47204890_CPPE	0.781034958664636	0.17415822058964003	3.0	0.21940238803512896	0.2506934345816175	1	-0.35469499430509355	Inactive	#33a02c	WT	1.0340658118277586	0.19016469712401415	3.0	0.813151842346078	0.8304272160946669	1.0	0.0497225004579547	Inactive	#33a02c	MUT-allCrxSites	-0.4044174947630482	0.15825300875631357	0.22788433260909155	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-47221840-47222004_UPRE	0.7769676889992301	0.1940766824187844	3.0	0.15218669960765582	0.18027635904731434	1	-0.36221785727047395	Inactive	#33a02c	WT	0.5635831989872957	0.15065545969969618	3.0	0.031697977115501534	0.04718865778699779	1.0	-0.8247418975527464	NaN	grey	MUT-allCrxSites	0.46252404028227245	0.1928051474698936	0.26752736869584953	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-4962037-4962201_CSPP	7.799776782334432	0.3791646568937274	3.0	2.1918262053260706e-05	0.0002870874269482948	1	2.9636177911830384	Strong enhancer	#1f78b4	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9832087936114431	0.1477592552721123	-0.009831060070696725	False	True	False	False	CRX only
chr19-5295394-5295558_CPPP	0.8965186552049756	0.7601475773704259	3.0	0.4902520131207033	0.5239309531060962	1	-0.15598616877396013	Inactive	#33a02c	WT	0.8454005049689309	0.06151614620975444	3.0	0.06157973373731936	0.081975569115285	1.0	-0.24058760671241428	Inactive	#33a02c	MUT-allCrxSites	0.08460143793845415	0.6714158472252728	0.730018227905783	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-53143870-53144034_CPPP	0.03749340606154985	0.02654097171809136	3.0	0.010042983054158352	0.01904403137725412	1	-4.699244857137309	Silencer	#e31a1c	WT	0.4567266586998698	0.2305196341576849	3.0	0.07990319354376424	0.10250724616089532	1.0	-1.1274417757386468	NaN	grey	MUT-allCrxSites	-3.571803081398662	0.006122513101671428	0.020533967017913404	0.2413492475849559	0.07345427377542071	-1.9922347245613732	False	True	False	False	CRX only
chr19-53190277-53190441_CSPE	10.03158328764166	5.2928191284729245	3.0	0.01513864865882393	0.026376036282336587	1	3.3266212278972542	Strong enhancer	#1f78b4	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	True	False	CRX+NRL
chr19-53579206-53579370_UPPE	6.50805304519984	0.2839994901684698	3.0	3.1306385462870994e-05	0.00033074680202202386	1	2.7024476714452628	Weak enhancer	#a6cee3	WT	6.125899529205171	0.6498395799873282	3.0	0.0008860156713352381	0.002805716292561587	1.0	2.6151571937494014	Weak enhancer	#a6cee3	MUT-allCrxSites	0.0872904776958614	0.40497537398303607	0.48986540305469595	0.4893821256649548	0.28193274838083504	-1.0017839109380633	False	False	False	False	No binding
chr19-5366609-5366773_CPPP	0.9447137250067222	0.17349720889617282	3.0	0.6605133437185372	0.6884405124143557	1	-0.08052456038943545	Inactive	#33a02c	WT	0.3945163622709538	0.19143334753816504	3.0	0.03882119239343474	0.0556722768004895	1.0	-1.3381907155397934	NaN	grey	MUT-allCrxSites	1.2576661551503578	0.05326115922114144	0.09587008659805459	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-53804975-53805139_UPCE	0.17963443939850118	0.17334349172186828	3.0	0.047452929140345934	0.0656231963111746	1	-2.4688551145123654	NaN	grey	WT	0.2187226374068644	0.10558598678935713	3.0	0.014367515137486431	0.02528914143753104	1.0	-2.1862445806464827	Silencer	#e31a1c	MUT-allCrxSites	-0.28261053386588264	0.48803701080353323	0.566920435285099	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-53806965-53807129_CPRE	9.806224372310599	1.3124597762715708	3.0	7.357123321299492e-06	0.0002156444622285772	1	3.293844884568145	Strong enhancer	#1f78b4	WT	3.6257328747362862	0.883700148407887	3.0	0.0017854402722765042	0.004854418206353595	1.0	1.8586704882126845	Weak enhancer	#a6cee3	MUT-allCrxSites	1.4351743963554604	0.006829775979539262	0.022148794168357078	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-53958174-53958338_CPPE	1.4614534338720393	0.22157789323964674	3.0	0.005616627560460588	0.012080147061804944	1	0.548390688428401	NaN	grey	WT	1.41413204738416	0.13352423630770496	3.0	0.018823943391290808	0.03106306072157052	1.0	0.5009366786528815	NaN	grey	MUT-allCrxSites	0.0474540097755195	0.8148311076194514	0.8535497240519828	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-54022448-54022612_UPPE	0.01319144511069996	0.005128600587155767	3.0	0.0016903123324308609	0.0046483589141848684	1	-6.13883468368234	Silencer	#e31a1c	WT	0.6131795031271821	0.31086251478246263	3.0	0.12666754951634795	0.1532572138245871	1.0	-0.7032677285035511	Inactive	#33a02c	MUT-allCrxSites	-5.435566955178789	0.0005533764493987993	0.004980388044589194	0.0	0.0	-6.643856189774724	False	False	True	False	NRL only
chr19-5489003-5489167_CBPP	4.011114333221975	0.5642178177825415	3.0	0.0001179203989568322	0.0006796682947068255	1	2.004362719016412	Weak enhancer	#a6cee3	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13103746370879776	0.04070771385180744	-2.82584965901652	False	True	False	False	CRX only
chr19-55218837-55219001_CPPP	0.21951683836342584	0.07621116280938546	3.0	0.012477193777116959	0.02255655151808996	1	-2.1810392726831975	Silencer	#e31a1c	WT	0.0	0.0	3.0	NaN	NaN	1.0	-9.965784284662087	Silencer	#e31a1c	MUT-allCrxSites	7.78474501197889	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	True	False	CRX+NRL
chr19-56552445-56552609_CPPE	0.0	0.0	3.0	NaN	NaN	1	-9.965784284662087	Silencer	#e31a1c	WT	2.987034291818372	0.1772907439926414	3.0	0.00010752231615864332	0.0006412652280081866	1.0	1.57919670513934	Weak enhancer	#a6cee3	MUT-allCrxSites	-11.544980989801427	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	True	CRX+MEF2D
chr19-56822284-56822448_UPPP	0.5765230586973908	0.16952255466439756	3.0	0.035295718397939664	0.05146087908368091	1	-0.792049544888106	Inactive	#33a02c	WT	0.3711686668391487	0.2528785944379475	3.0	0.0914447695138808	0.11543461319675025	1.0	-1.4259714959615764	NaN	grey	MUT-allCrxSites	0.6339219510734704	0.23613062437375296	0.3158066019231788	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-58819166-58819330_CPPE	18.650734576171487	2.4375258711229124	3.0	2.8607882918444937e-06	0.0002546631355351201	1	4.221237899527383	Strong enhancer	#1f78b4	WT	4.1725426623622335	0.40848495979655897	3.0	0.001202474563201309	0.0035461933897599344	1.0	2.061272518348458	Weak enhancer	#a6cee3	MUT-allCrxSites	2.1599653811789246	0.00015046306244334716	0.0027334123010541406	9.379608599986721	2.4427131112796316	3.2310650212840577	True	True	False	True	CRX+MEF2D
chr19-5924909-5925073_CPPP	3.808657953739522	1.7873962695218504	3.0	0.03633853144316748	0.05272542126390163	1	1.9296614726278194	NaN	grey	WT	0.7011742557196331	0.2389080717773334	3.0	0.09193312735222524	0.11589890983009354	1.0	-0.5100989921840369	Inactive	#33a02c	MUT-allCrxSites	2.4397604648118563	0.008438045097743383	0.025469914587342334	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-59342137-59342301_UPCE	0.5020830859407944	0.0903010609353569	3.0	0.006684697808154995	0.01395281908979638	1	-0.9911314090197354	NaN	grey	WT	5.065463417748725	0.3363961545769112	3.0	3.492513135093224e-05	0.0003419248602931391	1.0	2.340979043080953	Weak enhancer	#a6cee3	MUT-allCrxSites	-3.3321104521006886	0.000631406220537778	0.005305434709615076	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-6060912-6061076_UPPP	0.7416249332345956	0.2496524082999128	3.0	0.2175374933566402	0.2488583366409732	1	-0.42929434116785326	Inactive	#33a02c	WT	0.7466274802276919	0.16182971063885634	3.0	0.10678307909729537	0.13202321533454187	1.0	-0.4196084962970862	Inactive	#33a02c	MUT-allCrxSites	-0.009685844870767069	0.8776823436224686	0.9051315417541568	0.0	0.0	-6.643856189774724	False	False	False	False	No binding
chr19-60795308-60795472_CPPE	0.1520939463825671	0.05346270447528981	3.0	0.011837824579120805	0.02159560635743215	1	-2.707510857748665	Silencer	#e31a1c	WT	0.0	0.0	3.0	NaN	NaN	1.0	-9.965784284662087	Silencer	#e31a1c	MUT-allCrxSites	7.258273426913422	NaN	NaN	0.1044426779848968	0.05129999839976973	-3.1273029323239903	False	True	False	False	CRX only
chr19-6084944-6085108_CSPQ	0.25705999330899604	0.12911796654312702	3.0	0.02051794036813873	0.033332118739318316	1	-1.9542215951773392	Silencer	#e31a1c	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9725259128785658	0.5326814917314125	-0.025432637756917363	False	True	False	False	CRX only
chr19-6128303-6128467_CPPP	9.117700369884348	1.3194372814483846	3.0	2.0056086099395147e-05	0.0002731150308209418	1	3.1888282209327543	Strong enhancer	#1f78b4	WT	8.163269574903902	0.5309322914090934	3.0	9.331280407866384e-05	0.000585580481992346	1.0	3.02932381930794	Strong enhancer	#1f78b4	MUT-allCrxSites	0.15950440162481438	0.34925417206159887	0.43493283756576134	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-6236178-6236342_CSPP	5.551448426822066	1.4765705881546969	3.0	0.0018835667684143566	0.005069599919242896	1	2.473124087553689	Weak enhancer	#a6cee3	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-6921862-6922026_CSPP	0.7152663078432001	0.2531525022223812	3.0	0.1953224710440936	0.2257550176265828	1	-0.48143201358092214	Inactive	#33a02c	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-7039314-7039478_UPPP	3.7490363344016986	1.3602397969566182	3.0	0.009217794751773138	0.017816622184066537	1	1.9069045740637705	Weak enhancer	#a6cee3	WT	2.9626172245910265	0.28490917756929296	3.0	0.00015467109589852442	0.0008090358628772652	1.0	1.5673591238093476	Weak enhancer	#a6cee3	MUT-allCrxSites	0.33954545025442284	0.47620479549625194	0.5566361684621068	0.10061008187193972	0.026845023621730732	-3.1764452047600016	False	False	False	False	No binding
chr19-7206206-7206370_CSPP	7.765670353109583	1.2738001999361832	3.0	1.7331361103592392e-05	0.00025477630833323743	1	2.957296233819794	Strong enhancer	#1f78b4	WT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	0.0	-6.643856189774724	False	True	False	False	CRX only
chr19-7212334-7212498_CPPE	1.9537691030804976	0.7664089002315894	3.0	0.06296199495041556	0.08356110152585522	1	0.9669982067583989	Inactive	#33a02c	WT	0.378506984044894	0.06441891497072881	3.0	0.0012139582837913665	0.003566929994000671	1.0	-1.3978016591696227	Silencer	#e31a1c	MUT-allCrxSites	2.3647998659280214	0.008975743963569578	0.02646192284977237	1.3939438269460236	0.8405006257718992	0.4894852132723632	True	True	True	False	CRX+NRL
chr19-8219525-8219689_CPPE	6.121455751700187	1.304039879006304	3.0	0.00017253736186173142	0.0008666531854434094	1	2.6141104421606887	Weak enhancer	#a6cee3	WT	1.4350513884736789	0.2695045156576872	3.0	0.05002422505859745	0.06860669040133464	1.0	0.522107376298585	Inactive	#33a02c	MUT-allCrxSites	2.092003065862104	0.0009406124210023863	0.006698662686049663	0.9179277367415032	0.2165134286591346	-0.10791563641382558	False	True	True	False	CRX+NRL
