label	expression	expression_SEM	expression_log2	autonomous_activity
chr15-76879211-76879375_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-77929239-77929403_UPPP_MUT-allCrxSites	0.0987802220895856	0.02621038999272495	-3.2005118185107815	False
chr15-77929239-77929403_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-78737834-78737998_CPPE_MUT-allCrxSites	0.09225028045395996	0.05392113470608753	-3.2898232946642763	False
chr15-78737834-78737998_CPPE_WT	8.800691314303386	0.6218803491723184	3.1392552219366476	True
chr15-79083296-79083460_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-79083296-79083460_CPPN_WT	0.0	0.0	-6.643856189774724	False
chr15-79623742-79623906_CBPE_MUT-shape	0.0	0.0	-6.643856189774724	False
chr15-79623742-79623906_CBPE_WT	0.0	0.0	-6.643856189774724	False
chr15-80098000-80098164_CPPP_MUT-allCrxSites	0.3696370713067457	0.09483921061063527	-1.3973072174412833	False
chr15-80098000-80098164_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-80255177-80255341_CSNP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr15-80255177-80255341_CSNP_WT	0.0	0.0	-6.643856189774724	False
chr15-80710667-80710831_CPPP_MUT-allCrxSites	0.7767038874623228	0.17557563632582002	-0.34610738225226495	False
chr15-80710667-80710831_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-80882284-80882448_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-80882284-80882448_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-81721970-81722134_UPRE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-81721970-81722134_UPRE_WT	0.0	0.0	-6.643856189774724	False
chr15-81753884-81754048_CPPE_MUT-allCrxSites	0.7305958325387962	0.17210590599012873	-0.43324166365020417	False
chr15-81753884-81754048_CPPE_WT	2.064858882552652	0.18251433756376528	1.0530132177295946	True
chr15-81811334-81811498_CSPP_MUT-shape	0.4512648568698723	0.12512260477391055	-1.1163327152323739	False
chr15-81811334-81811498_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr15-81855428-81855592_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-81855428-81855592_CPPP_WT	0.14709243628167312	0.07724067873447732	-2.6703143757550403	False
chr15-82007563-82007727_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-82007563-82007727_CPPE_WT	19.192485719464983	0.5939032214482773	4.263221171616425	True
chr15-82338289-82338453_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-82338289-82338453_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-82849667-82849831_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-82849667-82849831_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-83011398-83011562_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-83011398-83011562_CPPE_WT	17.248788054229085	4.316122289561238	4.109259254100492	True
chr15-83149237-83149401_CSNP_MUT-shape	0.9842145134292334	0.5775855218452549	-0.008370931156678425	False
chr15-83149237-83149401_CSNP_WT	0.9777031636157588	0.16139486713691598	-0.017850563931275393	False
chr15-83461050-83461214_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-83461050-83461214_CPPE_WT	0.9061585534366748	0.2212273102260831	-0.1263307973707708	False
chr15-8346248-8346412_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-8346248-8346412_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-84167729-84167893_CPPP_MUT-allCrxSites	0.1251731336269178	0.08250899424292961	-2.887119658021945	False
chr15-84167729-84167893_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-84654349-84654513_UPPP_MUT-allCrxSites	NaN	NaN	NaN	False
chr15-84654349-84654513_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-85709448-85709612_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-85709448-85709612_UPPE_WT	0.4355187657902557	0.33462305156753963	-1.166441893797063	False
chr15-86290484-86290648_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-86290484-86290648_CPPN_WT	0.0	0.0	-6.643856189774724	False
chr15-86836244-86836408_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-86836244-86836408_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-87040887-87041051_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-87040887-87041051_CPPN_WT	0.12428754350742445	0.013422572776870048	-2.8966026080931893	False
chr15-89355168-89355332_UPPP_MUT-allCrxSites	0.1071214889875082	0.04484383072803799	-3.093922294782901	False
chr15-89355168-89355332_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-89374367-89374531_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-89374367-89374531_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr15-89429849-89430013_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr15-89429849-89430013_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr15-90982576-90982740_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-90982576-90982740_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-91017734-91017898_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-91017734-91017898_CPPE_WT	0.4646766862993803	0.08894406238973321	-1.0749829012106733	False
chr15-93513706-93513870_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-93513706-93513870_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-93519863-93520027_UPPP_MUT-allCrxSites	0.4022315099136456	0.2289159483241873	-1.278473309906556	False
chr15-93519863-93520027_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-93739661-93739825_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-93739661-93739825_CPPE_WT	3.507272819746193	0.18859604976232436	1.8144572429614372	True
chr15-96590736-96590900_UPPE_MUT-allCrxSites	0.033298810955709884	0.009804620131100495	-4.529528782648464	False
chr15-96590736-96590900_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-97527717-97527881_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-97527717-97527881_CPPE_WT	0.35947488890919505	0.03651861119001301	-1.4364517788981837	False
chr15-97646535-97646699_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-97646535-97646699_UPCE_WT	0.047581016147393615	0.010436590029880769	-4.118262941028464	False
chr15-98181506-98181670_CBPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr15-98181506-98181670_CBPP_WT	0.0	0.0	-6.643856189774724	False
chr15-98557208-98557372_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-98557208-98557372_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-98580153-98580317_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-98580153-98580317_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-98763501-98763665_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-98763501-98763665_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-98872208-98872372_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-98872208-98872372_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr15-98917978-98918142_CPPP_MUT-allCrxSites	0.9451666922725728	0.10092309062274216	-0.06617556579197453	False
chr15-98917978-98918142_CPPP_WT	0.4980013186667992	0.03730745279194153	-0.9770958529458609	False
chr15-98940796-98940960_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-98940796-98940960_CPPE_WT	0.3479432863535223	0.04820651801931471	-1.4821970743758437	False
chr15-98993949-98994113_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-98993949-98994113_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-99251949-99252113_CSPP_MUT-shape	0.9310490084439248	0.4273623182518966	-0.08765823654790329	False
chr15-99251949-99252113_CSPP_WT	0.2989669399638157	0.2214889029162025	-1.6944756195470974	False
chr15-99400795-99400959_UPCE_MUT-allCrxSites	0.2121253478632934	0.018875422152790228	-2.17055405927379	False
chr15-99400795-99400959_UPCE_WT	0.0946172059718442	0.030244119589422525	-3.2568079495274196	False
chr15-99473883-99474047_UPPQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-99473883-99474047_UPPQ_WT	0.0	0.0	-6.643856189774724	False
chr15-99614747-99614911_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-99614747-99614911_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr15-99821019-99821183_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr15-99821019-99821183_CPPE_WT	1.028476865244015	0.2707895458056047	0.0544690767800554	True
chr16-10447087-10447251_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-10447087-10447251_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-13754967-13755131_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-13754967-13755131_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-15832553-15832717_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-15832553-15832717_CPPE_WT	3.7358428764031486	0.9368899478500984	1.905290385382314	True
chr16-16984042-16984206_UPPP_MUT-allCrxSites	0.15826267791960807	0.09309701946007322	-2.5712128846569593	False
chr16-16984042-16984206_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-17666755-17666919_UPRE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-17666755-17666919_UPRE_WT	0.15133281696089562	0.08317609410204307	-2.631888165686008	False
chr16-17778237-17778401_CPPE_MUT-allCrxSites	0.12805203962469386	0.0969159894477808	-2.8567158919690305	False
chr16-17778237-17778401_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-17920796-17920960_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-17920796-17920960_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-18248858-18249022_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-18248858-18249022_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-18811674-18811838_CSPP_MUT-shape	0.10099425320889477	0.041833166600246566	-3.171443112741324	False
chr16-18811674-18811838_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr16-20499291-20499455_UPPQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-20499291-20499455_UPPQ_WT	0.21552080850356792	0.06177043735375309	-2.1486675397220254	False
chr16-20535358-20535522_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr16-20535358-20535522_CSPP_WT	4.430166725166958	1.6492814820792572	2.1506138497860956	True
chr16-21428371-21428535_CBPE_MUT-shape	0.0	0.0	-6.643856189774724	False
chr16-21428371-21428535_CBPE_WT	0.0	0.0	-6.643856189774724	False
chr16-21653298-21653462_UPRE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-21653298-21653462_UPRE_WT	0.0	0.0	-6.643856189774724	False
chr16-22131480-22131644_CSPE_MUT-shape	0.2528732332920913	0.028594925769352582	-1.9275608459048337	False
chr16-22131480-22131644_CSPE_WT	0.5712287473478805	0.11019123108171644	-0.7828220350161029	False
chr16-23051942-23052106_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-23051942-23052106_CPPN_WT	0.0	0.0	-6.643856189774724	False
chr16-23127921-23128085_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-23127921-23128085_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-29578941-29579105_UPPQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-29578941-29579105_UPPQ_WT	0.056916148897794276	0.007598916614058974	-3.9015017707870907	False
chr16-30397726-30397890_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-30397726-30397890_CPPE_WT	0.09580784802920407	0.03204109706361416	-3.240481455215186	False
chr16-31428585-31428749_CPPP_MUT-allCrxSites	0.1432892804215282	0.0640758904383014	-2.7056712825836184	False
chr16-31428585-31428749_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-31758450-31758614_UPPE_MUT-allCrxSites	0.1218737353472654	0.08829964172108325	-2.9227708362673654	False
chr16-31758450-31758614_UPPE_WT	0.03952137997600359	0.011772760723861476	-4.335804672136978	False
chr16-32247085-32247249_CSPP_MUT-shape	0.1898468925051616	0.05078696181136379	-2.3230329549648694	False
chr16-32247085-32247249_CSPP_WT	1.9959662893454568	0.6069002506740601	1.0042973613824038	True
chr16-32516506-32516670_CPPE_MUT-allCrxSites	0.3230940086250567	0.1015000381492434	-1.5859986904537708	False
chr16-32516506-32516670_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-32642680-32642844_UPPE_MUT-allCrxSites	0.5267025752669612	0.1253083827075496	-0.897805284257361	False
chr16-32642680-32642844_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-33370404-33370568_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-33370404-33370568_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-33585410-33585574_CPPE_MUT-allCrxSites	0.16286477355222778	0.041075479959171185	-2.532284188887623	False
chr16-33585410-33585574_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-34807388-34807552_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-34807388-34807552_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-34956853-34957017_CPNP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-34956853-34957017_CPNP_WT	0.0	0.0	-6.643856189774724	False
chr16-35413158-35413322_CPPP_MUT-allCrxSites	0.14246942007397378	0.08765020494279882	-2.713408176353032	False
chr16-35413158-35413322_CPPP_WT	16.209618000073537	2.294276166498376	4.019667936890806	True
chr16-35948620-35948784_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-35948620-35948784_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr16-36011202-36011366_CPPE_MUT-allCrxSites	0.0764610568156576	0.006895306039399644	-3.5318057193356074	False
chr16-36011202-36011366_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-37539703-37539867_CPPP_MUT-allCrxSites	0.7949767087648819	0.21869791462561175	-0.3129810540644797	False
chr16-37539703-37539867_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-37812829-37812993_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-37812829-37812993_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-37868024-37868188_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-37868024-37868188_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-37973960-37974124_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-37973960-37974124_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-38088921-38089085_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr16-38088921-38089085_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr16-38088921-38089085_CSPP_scrambled	0.0	0.0	-6.643856189774724	False
chr16-38938737-38938901_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-38938737-38938901_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-38982974-38983138_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-38982974-38983138_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-4102842-4103006_CPPE_MUT-allCrxSites	0.11641295107592765	0.03553513410508282	-2.9837838189050516	False
chr16-4102842-4103006_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-43131003-43131167_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-43131003-43131167_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-44139296-44139460_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-44139296-44139460_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-4541821-4541985_CPPQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-4541821-4541985_CPPQ_WT	0.0	0.0	-6.643856189774724	False
chr16-45967688-45967852_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-45967688-45967852_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-45999552-45999716_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-45999552-45999716_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-48326895-48327059_UPCE_MUT-allCrxSites	0.17030767969742658	0.05553193176557411	-2.471467249279391	False
chr16-48326895-48327059_UPCE_WT	0.06285217256295361	0.02156342282505938	-3.778884193475833	False
chr16-50185049-50185213_CPPE_MUT-allCrxSites	0.2396538279156629	0.09827639631338632	-2.001999067359731	False
chr16-50185049-50185213_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-5049865-5050029_CSPP_MUT-shape	0.12014913941193894	0.03632258527987242	-2.9417623226784353	False
chr16-5049865-5050029_CSPP_WT	0.7308555691284532	0.3555831651123174	-0.4327357804423537	False
chr16-55966214-55966378_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr16-55966214-55966378_CSPP_WT	0.2524384953884986	0.05478578416752359	-1.9299487398982207	False
chr16-5808261-5808425_CPCN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-5808261-5808425_CPCN_WT	6.204336539029647	0.7669233799395243	2.635600373104762	True
chr16-59532505-59532669_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-59532505-59532669_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr16-62832687-62832851_CPPE_MUT-allCrxSites	0.3304982582123056	0.12173857319128965	-1.554280676605658	False
chr16-62832687-62832851_CPPE_WT	0.10731283143456777	0.007886178309874271	-3.091567273894447	False
chr16-64873447-64873611_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-64873447-64873611_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-67060874-67061038_UPRE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-67060874-67061038_UPRE_WT	0.0	0.0	-6.643856189774724	False
chr16-75766784-75766948_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-75766784-75766948_CPPP_WT	0.7057412587255146	0.21125508044033287	-0.48248994904151044	False
chr16-76454073-76454237_CPPE_MUT-allCrxSites	1.1000942593552734	0.3603895945693716	0.15068218263918373	True
chr16-76454073-76454237_CPPE_WT	10.14783799665419	0.7718050750412384	3.344521465164854	True
chr16-76539789-76539953_CSPE_MUT-shape	0.0	0.0	-6.643856189774724	False
chr16-76539789-76539953_CSPE_WT	2.3371986711132413	1.102854827824098	1.2309399593299393	True
chr16-87432635-87432799_CPPQ_MUT-allCrxSites	0.05464415164120307	0.02302775474282186	-3.9513363345093113	False
chr16-87432635-87432799_CPPQ_WT	0.0	0.0	-6.643856189774724	False
chr16-87432635-87432799_CPPQ_scrambled	0.0	0.0	-6.643856189774724	False
chr16-87454658-87454822_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-87454658-87454822_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr16-87832667-87832831_UPCN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-87832667-87832831_UPCN_WT	0.3251130928307655	0.14987451242601624	-1.5772800413112065	False
chr16-91010573-91010737_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-91010573-91010737_CPPP_WT	0.0257927969370739	0.006021021940076257	-4.804186905881151	False
chr16-92234844-92235008_CPPN_MUT-allCrxSites	0.07139582153810885	0.050150859425003136	-3.6189014542632583	False
chr16-92234844-92235008_CPPN_WT	0.8346612345295209	0.14769356612482412	-0.24355525439064415	False
chr16-92428124-92428288_UPCE_MUT-allCrxSites	0.1426610189768149	0.0492564988129353	-2.7115963687591504	False
chr16-92428124-92428288_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr16-92466299-92466463_CPPE_MUT-allCrxSites	0.5829673323265172	0.14982853521244305	-0.753975468680557	False
chr16-92466299-92466463_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-94302543-94302707_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-94302543-94302707_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-95990978-95991142_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr16-95990978-95991142_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr16-97006668-97006832_CPPE_MUT-allCrxSites	0.1292233311020865	0.02441923520456809	-2.8445270960227687	False
chr16-97006668-97006832_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr16-97016255-97016419_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-97016255-97016419_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr16-97961383-97961547_UPCP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr16-97961383-97961547_UPCP_WT	0.0	0.0	-6.643856189774724	False
chr17-12741201-12741365_CPPP_MUT-allCrxSites	0.3879437762138194	0.09680021291838484	-1.3293634819760851	False
chr17-12741201-12741365_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-14960508-14960672_UPRP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-14960508-14960672_UPRP_WT	0.0	0.0	-6.643856189774724	False
chr17-15195325-15195489_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-15195325-15195489_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr17-15723429-15723593_CBRE_MUT-shape	0.0	0.0	-6.643856189774724	False
chr17-15723429-15723593_CBRE_WT	0.0	0.0	-6.643856189774724	False
chr17-16951528-16951692_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-16951528-16951692_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-17234845-17235009_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-17234845-17235009_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-20945031-20945195_CPPP_MUT-allCrxSites	0.07779998175145257	0.03014589564819224	-3.509635549867071	False
chr17-20945031-20945195_CPPP_WT	0.10372559874493686	0.046449099741847584	-3.136371064706445	False
chr17-23550215-23550379_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-23550215-23550379_UPPP_WT	0.19557264301383093	0.02705858482118233	-2.282279807078773	False
chr17-23564269-23564433_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-23564269-23564433_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-23703432-23703596_CPNE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-23703432-23703596_CPNE_WT	0.10637898496183636	0.07212897270768351	-3.103097526576974	False
chr17-24203102-24203266_CBRP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr17-24203102-24203266_CBRP_WT	0.0	0.0	-6.643856189774724	False
chr17-24736515-24736679_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-24736515-24736679_CPPP_WT	0.07826224323542202	0.0032718115303532985	-3.5020597750747813	False
chr17-25273411-25273575_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr17-25273411-25273575_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr17-25273803-25273967_CBPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr17-25273803-25273967_CBPP_WT	0.0	0.0	-6.643856189774724	False
chr17-25452659-25452823_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-25452659-25452823_CPPN_WT	0.0	0.0	-6.643856189774724	False
chr17-26041623-26041787_UPRE_MUT-allCrxSites	0.29667854298887003	0.08837674476653802	-1.705200864071319	False
chr17-26041623-26041787_UPRE_WT	0.0	0.0	-6.643856189774724	False
chr17-26069097-26069261_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-26069097-26069261_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-26252690-26252854_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-26252690-26252854_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-26624935-26625099_CPPE_MUT-allCrxSites	0.08992021272072857	0.018635477153216784	-3.323079641463627	False
chr17-26624935-26625099_CPPE_WT	0.2703485405581962	0.13525310942869165	-1.8347065354627796	False
chr17-27433399-27433563_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-27433399-27433563_CPPE_WT	0.05184583359591685	0.009557254831850602	-4.0151797821716695	False
chr17-28080692-28080856_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-28080692-28080856_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-28186000-28186164_UPRE_MUT-allCrxSites	0.5252726950853809	0.3299190105018929	-0.9016540339953929	False
chr17-28186000-28186164_UPRE_WT	0.0	0.0	-6.643856189774724	False
chr17-28313406-28313570_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr17-28313406-28313570_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr17-28971030-28971194_CPRN_MUT-allCrxSites	0.3319217790858938	0.10910015867805448	-1.5482617751329937	False
chr17-28971030-28971194_CPRN_WT	0.0	0.0	-6.643856189774724	False
chr17-29717335-29717499_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-29717335-29717499_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr17-29904431-29904595_UPCN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-29904431-29904595_UPCN_WT	0.0	0.0	-6.643856189774724	False
chr17-29998648-29998812_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-29998648-29998812_CPPN_WT	0.0	0.0	-6.643856189774724	False
chr17-31535233-31535397_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-31535233-31535397_CPPN_WT	1.010680857151702	0.7964117879976054	0.029531839987289192	True
chr17-31941749-31941913_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-31941749-31941913_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr17-32133948-32134112_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-32133948-32134112_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr17-32777506-32777670_UPCE_MUT-allCrxSites	0.30581544264631944	0.10006233763176156	-1.6628463775063187	False
chr17-32777506-32777670_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr17-32788362-32788526_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-32788362-32788526_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-34024755-34024919_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-34024755-34024919_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr17-34197537-34197701_CPPQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr17-34197537-34197701_CPPQ_WT	0.2971501401061145	0.11913025618723198	-1.702984053502017	False
chr17-34894444-34894608_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
