LOCUS	CLASS	MEAN	SEM	CI_95	DF	NUM_BC	CHIP_READS	CRX_MOTIFN	CRX_MOTIF_SUM	GC_FRAC	ORCHID_SUM	PHOTOR_GENE	OCCUPANCY_6	OCCUPANCY_9	AAAA	CCCGGGGC_FREQ	NRL_MOTIFN	NRL_MOTIF_SCORE
chr11_118597063_CBRMUT	CBRMUT	1.88617088	0.05689698	0.12396771	12	3	NA	0	0	0.612244898	40.12783333	NA	0.0008566	0.017151246	0	0.325301205	1	11.96002502
chr11_118909149_UBR	UBR	0.763565967	0.104259464	0.227161562	12	3	NA	1	10.04892552	0.448979592	23.64408333	NA	1.095569314	1.935933474	4	0.228915663	0	0
chr11_119220547_CBRM	CBRM	0.811648969	0.056034766	0.122089108	12	3	30	2	24.92792604	0.510204082	34.51020833	0	2.049218853	2.58441261	0	0.228915663	0	0
chr11_119220547_CBRMUT	CBRMUT	0.371294623	0.0254857	0.055528499	12	3	NA	0	0	0.530612245	35.66545833	NA	0.009319512	0.167150871	0	0.228915663	0	0
chr11_119697714_CBRM	CBRM	0.030768752	0.009110696	0.019850475	12	3	48	1	10.97446653	0.479591837	32.28458333	0	2.843028087	4.122957088	0	0.228915663	0	0
chr11_119697714_CBRMUT	CBRMUT	0.082313299	0.012617355	0.027490819	12	3	NA	0	0	0.489795918	33.27020833	NA	1.874025492	3.124929532	0	0.228915663	0	0
chr11_119697714_SCRCBRM	SCRCBRM	1.990017517	0.192195422	0.418757308	12	3	NA	0	0	0.479591837	32.32945833	NA	0.630979797	2.354466983	1	0.228915663	0	0
chr11_120094150_CBRNO	CBRNO	0.756175711	0.029767338	0.064857373	12	3	30	0	0	0.632653061	43.07770833	0	0.44893627	1.125731923	0	0.409638554	0	0
chr11_120094150_SCRCBRNO	SCRCBRNO	0.676581803	0.019890918	0.043338531	12	3	NA	0	0	0.632653061	43.31970833	NA	0.416819432	1.885357907	0	0.421686747	2	34.31420737
chr11_121706279_SCRUBR	SCRUBR	1.687704132	0.222455477	0.544328532	6	2	NA	0	0	0.306122449	16.53133333	NA	0.124531718	1.508254153	0	0.108433735	0	0
chr11_121706279_UBR	UBR	2.260175067	0.371920326	0.910055564	6	2	NA	2	22.92304152	0.306122449	16.77683333	NA	2.123719306	3.669563493	0	0.108433735	0	0
chr11_121815969_UBR	UBR	0.033067227	0.005739546	0.014044152	6	2	NA	2	29.25996518	0.5	31.94133333	NA	1.996830421	2.005441649	0	0.240963855	0	0
chr11_121837149_UBR	UBR	0.615523559	0.077250283	0.168313688	12	3	NA	1	11.75664289	0.459183673	36.05245833	NA	0.999873407	1.248374316	0	0.144578313	0	0
chr11_13981409_UBR	UBR	1.771700263	0.073751123	0.160689684	12	3	NA	1	10.5032084	0.510204082	38.82883333	NA	0.828594888	1.000316077	0	0.168674699	0	0
chr11_14595359_UBR	UBR	1.891987091	0.143997224	0.313742591	12	3	NA	2	22.18718011	0.367346939	25.53058333	NA	2.087865107	3.724221512	1	0.13253012	0	0
chr11_16555739_UBR	UBR	0.06605372	0.007273217	0.015846959	12	3	NA	1	12.46396302	0.408163265	25.37745833	NA	0.997113546	1.034459648	0	0.156626506	0	0
chr11_16951798_CBRM	CBRM	0.431691992	0.032577605	0.070980412	12	3	25	1	11.25561154	0.520408163	36.23420833	0	1.029064298	1.637046514	0	0.253012048	1	10.21732305
chr11_16951798_CBRMUT	CBRMUT	0.725751132	0.080272848	0.174899284	12	3	NA	0	0	0.530612245	37.05758333	NA	0.043055872	0.632997895	0	0.253012048	1	10.21732305
chr11_17064134_CBRNO	CBRNO	3.149921837	0.21732688	0.473513979	12	3	66	0	0	0.408163265	29.96308333	3	1.234438945	3.131313662	0	0.13253012	2	20.50976844
chr11_17064134_SCRCBRNO	SCRCBRNO	0.651529102	0.037563796	0.081844374	12	3	NA	0	0	0.408163265	29.84858333	NA	0.221172159	2.517775283	0	0.13253012	2	26.04791397
chr11_19253289_SCRUBR	SCRUBR	0.819899757	0.108215607	0.235781247	12	3	NA	0	0	0.367346939	20.31720833	NA	0.054681183	0.807064443	1	0.13253012	0	0
chr11_19253289_UBR	UBR	0.801878132	0.043558805	0.094906361	12	3	NA	1	10.20194783	0.367346939	21.02058333	NA	1.027141259	2.263043998	2	0.13253012	0	0
chr11_20595339_SCRUBR	SCRUBR	0.773675409	0.051930994	0.133492774	5	1	NA	1	10.34472878	0.316326531	17.08508333	NA	1.028370737	1.961639173	2	0.108433735	0	0
chr11_20595339_UBR	UBR	2.335583489	0.231446594	0.504278154	12	3	NA	1	12.07981953	0.316326531	18.77658333	NA	1.230174636	3.233282798	2	0.108433735	0	0
chr11_20731229_CBRNO	CBRNO	0.284293355	0.024545409	0.053479783	12	3	22	0	0	0.683673469	42.48695833	0	0.066870578	0.595303993	0	0.481927711	0	0
chr11_22781659_UBR	UBR	0.217247268	0.017288084	0.03766745	12	3	NA	2	26.11440967	0.408163265	24.81783333	NA	1.857162021	3.185760392	0	0.168674699	1	10.78691033
chr11_22968024_CBRM	CBRM	2.644146033	0.075713843	0.164966078	12	3	18	1	15.76968089	0.632653061	35.04095833	1	1.004217937	1.100340741	0	0.373493976	0	0
chr11_22968024_CBRMUT	CBRMUT	0.790507904	0.021557765	0.046970273	12	3	NA	0	0	0.642857143	35.61858333	NA	0.006099125	0.115398205	0	0.373493976	0	0
chr11_22968024_SCRCBRM	SCRCBRM	2.043205611	0.106754669	0.232598141	12	3	NA	1	14.90476851	0.632653061	35.08008333	NA	1.227503886	2.507749382	0	0.373493976	0	0
chr11_23205991_CBRNO	CBRNO	1.971712022	0.20877055	0.454871362	12	3	31	0	0	0.602040816	38.50808333	0	0.299528166	2.020619352	0	0.385542169	0	0
chr11_25075044_CBRM	CBRM	0.622502326	0.033065536	0.07204352	12	3	26	2	24.40755305	0.489795918	32.82408333	0	1.979634069	2.161312431	0	0.192771084	0	0
chr11_25075044_CBRMUT	CBRMUT	1.311209185	0.046309281	0.100899125	12	3	NA	0	0	0.510204082	34.54958333	NA	0.007932465	0.145981549	0	0.192771084	0	0
chr11_25075044_SCRCBRM	SCRCBRM	0.813546189	0.097917599	0.213343844	12	3	NA	0	0	0.489795918	33.14070833	NA	0.237681228	2.015248159	0	0.204819277	0	0
chr11_27049399_SCRUBR	SCRUBR	1.642684821	0.145633824	0.356352861	6	2	NA	1	10.77169723	0.428571429	32.35870833	NA	0.990527148	1.321760754	0	0.180722892	0	0
chr11_27049399_UBR	UBR	0.444975494	0.0393779	0.085796962	12	3	NA	1	10.58062939	0.428571429	32.20658333	NA	1.414432905	2.159306848	0	0.180722892	0	0
chr11_28320349_UBR	UBR	0.518237307	0.11392621	0.278767182	6	2	NA	1	12.07981953	0.285714286	12.56270833	NA	1.767142837	2.993230255	0	0.084337349	0	0
chr11_29545349_UBR	UBR	0.398256078	0.022256149	0.048491921	12	3	NA	1	12.83353649	0.5	33.57170833	NA	1.149154652	1.799032839	0	0.21686747	6	67.71859915
chr11_3088283_CBRNO	CBRNO	1.070497332	0.049215119	0.107230393	12	3	39	0	0	0.489795918	34.32058333	0	0.005301506	0.10170587	0	0.180722892	0	0
chr11_3088283_SCRCBRNO	SCRCBRNO	0.506339113	0.037328846	0.081332463	12	3	NA	0	0	0.489795918	35.30433333	NA	0.04798612	0.536368224	0	0.168674699	0	0
chr11_3097592_CBRNO	CBRNO	0.33809197	0.055796838	0.121570708	12	3	44	0	0	0.469387755	34.55658333	0	0.089740082	1.053068282	0	0.156626506	1	10.78691033
chr11_3097592_SCRCBRNO	SCRCBRNO	0.081094449	0.008414632	0.018333884	12	3	NA	0	0	0.469387755	34.98133333	NA	0.284983173	0.974113063	0	0.168674699	0	0
chr11_31770799_CBRNO	CBRNO	1.178242221	0.031616085	0.068885442	12	3	16	0	0	0.632653061	42.26095833	0	0.054199109	0.719690313	0	0.421686747	0	0
chr11_31770799_SCRCBRNO	SCRCBRNO	0.634366347	0.037559532	0.081835084	12	3	NA	0	0	0.632653061	42.38833333	NA	0.016448469	0.25452401	0	0.421686747	0	0
chr11_31917761_CBRM	CBRM	2.044627339	0.100520124	0.219014252	12	3	20	1	13.21732305	0.520408163	33.95795833	0	0.996092258	1.009882376	0	0.228915663	0	0
chr11_31917761_CBRMUT	CBRMUT	0.465863245	0.024559745	0.053511017	12	3	NA	0	0	0.530612245	34.86470833	NA	0.000744748	0.014910627	0	0.228915663	0	0
chr11_33591759_UBR	UBR	0.278931991	0.049233913	0.107271343	12	3	NA	1	10.53282488	0.469387755	29.03858333	NA	0.94201161	1.037431788	0	0.180722892	0	0
chr11_34966489_SCRUBR	SCRUBR	0.219811274	0.020702488	0.045106788	12	3	NA	0	0	0.510204082	30.34758333	NA	1.150568381	2.567735701	1	0.240963855	0	0
chr11_34966489_UBR	UBR	1.053743639	0.071042366	0.154787817	12	3	NA	2	22.51288854	0.510204082	29.96183333	NA	2.544968679	3.175934978	0	0.228915663	0	0
chr11_37080649_UBR	UBR	0.611512642	0.03924006	0.085496636	12	3	NA	2	25.67646574	0.367346939	22.85883333	NA	2.20797187	3.396129491	0	0.120481928	0	0
chr11_37748289_UBR	UBR	0.489636317	0.045209752	0.09850346	12	3	NA	1	10.34472878	0.479591837	24.75095833	NA	1.008455823	1.604897089	1	0.21686747	0	0
chr11_3841425_CBRM	CBRM	0.060943637	0.012116387	0.026399306	12	3	56	2	23.01225442	0.469387755	32.38720833	0	1.982818239	2.22615687	0	0.240963855	0	0
chr11_3841425_CBRMUT	CBRMUT	0.918240907	0.091161464	0.223063898	6	2	NA	0	0	0.489795918	34.19620833	NA	0.007327367	0.141579021	0	0.240963855	0	0
chr11_38741599_UBR	UBR	0.40761203	0.079268214	0.172710378	12	3	NA	3	33.2530971	0.346938776	24.51095833	NA	2.946467499	3.654342603	0	0.120481928	0	0
chr11_39001139_UBR	UBR	0.742788893	0.090685123	0.197585652	12	3	NA	1	11.6507978	0.397959184	19.89458333	NA	1.367306102	2.143087191	2	0.156626506	0	0
chr11_40265939_UBR	UBR	0.328072129	0.039037662	0.085055649	12	3	NA	1	10.14857036	0.418367347	27.99970833	NA	1.174636003	2.950224922	0	0.13253012	0	0
chr11_42555239_UBR	UBR	0.338174791	0.043514187	0.094809147	12	3	NA	2	22.28081136	0.285714286	18.89670833	NA	1.978613379	2.548901833	1	0.072289157	0	0
chr11_44345449_SCRUBR	SCRUBR	0.27874544	0.039486442	0.086033455	12	3	NA	1	10.34472878	0.37755102	23.04370833	NA	2.032518789	4.413460409	0	0.144578313	2	22.52527137
chr11_44345449_UBR	UBR	0.156844111	0.021178356	0.054440659	5	1	NA	3	35.28400606	0.37755102	23.45745833	NA	3.110720546	4.195293183	0	0.144578313	0	0
chr11_44713684_CBRM	CBRM	0.839657098	0.041891832	0.091274342	12	3	45	2	24.47293459	0.448979592	31.17583333	0	2.847255988	3.811536663	1	0.21686747	0	0
chr11_44713684_CBRMUT	CBRMUT	0.810246225	0.054254899	0.118211116	12	3	NA	0	0	0.469387755	32.90595833	NA	0.329382806	1.127826449	1	0.21686747	0	0
chr11_44713684_SCRCBRM	SCRCBRM	0.433035496	0.032670265	0.0711823	12	3	NA	0	0	0.448979592	29.80145833	NA	1.162313406	3.088850383	0	0.21686747	0	0
chr11_4527800_CBRM	CBRM	4.06071806	0.24497949	0.533763762	12	3	22	3	35.83012668	0.428571429	26.94520833	0	2.866516395	3.188183837	1	0.156626506	0	0
chr11_4527800_CBRMUT	CBRMUT	1.083759705	0.080097363	0.174516936	12	3	NA	0	0	0.459183673	30.05170833	NA	0.005225544	0.100185134	1	0.156626506	0	0
chr11_4527800_SCRCBRM	SCRCBRM	0.186061753	0.013868735	0.030217338	12	3	NA	0	0	0.428571429	28.04820833	NA	0.406957848	1.60456167	1	0.168674699	0	0
chr11_45780524_CBRM	CBRM	0.016105222	0.002595524	0.005655153	12	3	53	1	11.57401656	0.469387755	27.46445833	0	1.82037094	2.191603479	0	0.156626506	0	0
chr11_45780524_CBRMUT	CBRMUT	0.265390709	0.108114119	0.235560123	12	3	NA	0	0	0.479591837	28.45008333	NA	0.844422413	1.193667539	0	0.156626506	0	0
chr11_45780524_SCRCBRM	SCRCBRM	0.711600959	0.046769903	0.101902733	12	3	NA	0	0	0.469387755	26.95733333	NA	0.833935903	1.862797014	0	0.168674699	0	0
chr11_46933499_SCRUBR	SCRUBR	0.232361534	0.012825767	0.027944909	12	3	NA	0	0	0.448979592	30.92845833	NA	0.029569433	0.440870294	0	0.21686747	0	0
chr11_46933499_UBR	UBR	0.101858287	0.016068004	0.03931696	6	2	NA	1	10.04892552	0.448979592	31.59283333	NA	0.719973801	1.197876325	1	0.204819277	0	0
chr11_4802100_CBRM	CBRM	0.01196851	0.003312153	0.007216552	12	3	73	1	11.6507978	0.428571429	30.01970833	1	2.406329804	3.101183569	0	0.168674699	0	0
chr11_4802100_CBRMUT	CBRMUT	0.432074132	0.025539255	0.055645184	12	3	NA	0	0	0.43877551	30.84308333	NA	1.417411685	2.10363969	0	0.168674699	0	0
chr11_4802100_SCRCBRM	SCRCBRM	0.11544087	0.027297089	0.05947517	12	3	NA	1	11.75664289	0.428571429	29.11870833	NA	2.327305628	3.817441735	1	0.168674699	0	0
chr11_48292189_SCRUBR	SCRUBR	0.161512598	0.052796244	0.115032984	12	3	NA	0	0	0.37755102	18.72770833	NA	0.011570589	0.209171596	3	0.156626506	0	0
chr11_48292189_UBR	UBR	1.528466859	0.260288151	0.567118425	12	3	NA	1	14.90476851	0.37755102	18.54295833	NA	1.010086223	1.205088466	3	0.156626506	0	0
chr11_49016835_CBRM	CBRM	1.098719417	0.081265683	0.177062483	12	3	36	1	14.90476851	0.62244898	43.27820833	0	1.067980554	1.623482144	0	0.373493976	0	0
chr11_49016835_CBRMUT	CBRMUT	1.406846539	0.127251214	0.277256218	12	3	NA	0	0	0.632653061	44.01808333	NA	0.070884575	0.632199634	0	0.373493976	0	0
chr11_49016835_SCRCBRM	SCRCBRM	0.377111894	0.025841724	0.056304206	12	3	NA	1	11.57401656	0.62244898	43.89045833	NA	0.97700216	1.018959231	0	0.385542169	2	22.1224077
chr11_49526280_CBRNO	CBRNO	0.500779446	0.03005944	0.065493809	12	3	45	0	0	0.653061224	46.11108333	0	0.028530376	0.393937618	0	0.445783133	1	13.01270533
chr11_49526280_SCRCBRNO	SCRCBRNO	0.214206739	0.032616017	0.071064105	12	3	NA	0	0	0.653061224	45.60345833	NA	0.044923345	0.691451257	0	0.445783133	1	13.06120385
chr11_49712949_UBR	UBR	1.333900298	0.10429691	0.22724315	12	3	NA	1	10.97446653	0.489795918	35.02558333	NA	1.046203632	1.687153987	0	0.180722892	0	0
chr11_50749859_SCRUBR	SCRUBR	1.407159663	0.221132608	0.541091591	6	2	NA	2	24.54378255	0.336734694	12.81408333	NA	2.741095137	4.151637567	1	0.156626506	0	0
chr11_50749859_UBR	UBR	0.015284171	0.00529426	0.012954579	6	2	NA	3	30.36942372	0.336734694	13.94520833	NA	2.865406697	4.290039908	1	0.144578313	0	0
chr11_50986309_UBR	UBR	0.578017197	0.057563474	0.125419873	12	3	NA	2	21.2460392	0.397959184	27.45033333	NA	1.891652886	2.357991536	0	0.156626506	0	0
chr11_51433051_CBRM	CBRM	0.171728181	0.007827948	0.017055612	12	3	64	1	10.34472878	0.540816327	27.55920833	0	1.302090605	2.943191712	1	0.325301205	0	0
chr11_51433051_CBRMUT	CBRMUT	0.571739155	0.067020682	0.146025333	12	3	NA	0	0	0.551020408	28.82633333	NA	0.476893165	1.953727479	1	0.325301205	0	0
chr11_51449471_CBRM	CBRM	0.252991038	0.026580419	0.057913683	12	3	21	1	13.90698293	0.581632653	38.80833333	0	1.613417678	1.986002199	0	0.385542169	0	0
chr11_51449471_CBRMUT	CBRMUT	0.261300032	0.018542009	0.040399515	12	3	NA	0	0	0.591836735	39.54820833	NA	0.617651154	0.991543427	0	0.385542169	0	0
chr11_52459809_UBR	UBR	2.822996306	0.153217237	0.333831249	12	3	NA	1	12.07981953	0.489795918	29.46958333	NA	0.992788882	1.057906417	1	0.192771084	0	0
chr11_5252259_UBR	UBR	0.09574707	0.009646404	0.021017681	12	3	NA	2	27.84950041	0.43877551	28.42270833	NA	2.069676064	2.884527046	1	0.168674699	0	0
chr11_53787539_SCRUBR	SCRUBR	0.323137549	0.020265283	0.0441542	12	3	NA	1	12.46396302	0.367346939	21.27020833	NA	1.009824518	1.265864288	3	0.108433735	0	0
chr11_53787539_UBR	UBR	0.594960129	0.057491857	0.125263832	12	3	NA	1	10.69794889	0.367346939	20.03995833	NA	0.83770717	1.386791326	2	0.096385542	0	0
chr11_54535036_CBRNO	CBRNO	0.898330111	0.028934172	0.063042064	12	3	32	0	0	0.459183673	29.16258333	0	0.746735406	2.324152979	0	0.21686747	0	0
chr11_54535036_SCRCBRNO	SCRCBRNO	0.494702374	0.038490096	0.083862607	12	3	NA	0	0	0.459183673	30.43733333	NA	0.05116191	0.839313979	0	0.21686747	1	10.21732305
chr11_56485659_SCRUBR	SCRUBR	0.460098148	0.033907215	0.073877379	12	3	NA	0	0	0.448979592	28.24045833	NA	0.011804497	0.197908614	0	0.168674699	0	0
chr11_56485659_UBR	UBR	4.958947494	0.415341133	0.904949415	12	3	NA	1	10.58062939	0.448979592	29.39108333	NA	1.359406052	1.951964709	0	0.156626506	1	11.06120385
chr11_5665779_SCRUBR	SCRUBR	0.928871922	0.052988113	0.129657144	6	2	NA	0	0	0.418367347	28.87658333	NA	0.452268978	1.234161881	0	0.168674699	1	11.96002502
chr11_5665779_UBR	UBR	1.085706279	0.056025368	0.122068632	12	3	NA	1	10.27157268	0.418367347	29.13633333	NA	1.350482025	2.198653597	0	0.168674699	0	0
chr11_57612567_CBRM	CBRM	0.56887735	0.062224338	0.13557501	12	3	22	1	10.77169723	0.5	34.29295833	0	1.563134921	2.30988686	0	0.21686747	0	0
chr11_57612567_CBRMUT	CBRMUT	0.460897595	0.036478224	0.079479118	12	3	NA	0	0	0.510204082	35.44545833	NA	0.581106584	0.981432026	0	0.21686747	0	0
chr11_57612567_SCRCBRM	SCRCBRM	0.328872306	0.02379832	0.051852017	12	3	NA	0	0	0.5	35.27083333	NA	0.018977937	0.304850175	0	0.21686747	0	0
chr11_58042763_CBRM	CBRM	1.453845964	0.047358723	0.10318566	12	3	40	1	11.57401656	0.43877551	31.35195833	0	2.182845131	3.702492239	0	0.204819277	0	0
chr11_58042763_CBRMUT	CBRMUT	0.756617744	0.027954184	0.060906856	12	3	NA	0	0	0.448979592	32.33758333	NA	1.206366029	2.694006472	0	0.204819277	0	0
chr11_5875260_CBRM	CBRM	0.037047985	0.003329554	0.007254466	12	3	87	2	22.81527834	0.530612245	34.73233333	2	2.248325179	3.501661816	0	0.265060241	2	22.74693534
chr11_5875260_CBRMUT	CBRMUT	1.071404283	0.040457783	0.088149823	12	3	NA	0	0	0.551020408	36.71570833	NA	0.583716232	1.527302824	0	0.277108434	2	22.74693534
chr11_5896344_CBRM	CBRM	0.377403452	0.023793692	0.051841935	12	3	31	1	11.94857499	0.5	39.35920833	2	1.00357387	1.217473113	0	0.168674699	0	0
chr11_5896344_CBRMUT	CBRMUT	0.240334734	0.010282849	0.022404375	12	3	NA	0	0	0.510204082	40.26595833	NA	0.028660275	0.455632527	0	0.168674699	0	0
chr11_5896344_SCRCBRM	SCRCBRM	1.031912374	0.099487534	0.216764435	12	3	NA	1	11.41981592	0.5	39.36620833	NA	0.971636966	1.37212474	0	0.168674699	0	0
chr11_59001246_CBRM	CBRM	0.96223944	0.045616982	0.099390736	12	3	65	2	22.33727227	0.551020408	34.35383333	0	1.902176313	2.083822751	0	0.289156627	0	0
chr11_59001246_CBRMUT	CBRMUT	1.544590277	0.074841437	0.163065272	12	3	NA	0	0	0.571428571	36.55358333	NA	0.002274252	0.045165627	0	0.289156627	0	0
chr11_59001246_SCRCBRM	SCRCBRM	1.391993592	0.105664895	0.230223729	12	3	NA	1	10.5032084	0.551020408	33.40233333	NA	1.136315181	2.501594594	0	0.301204819	1	10.56524636
chr11_59001584_CBRM	CBRM	6.710471192	0.999021889	2.176678881	12	3	45	1	15.76968089	0.459183673	30.94233333	0	1.496697075	2.373596143	0	0.204819277	0	0
chr11_59001584_CBRMUT	CBRMUT	1.999802869	0.124160597	0.270522351	12	3	NA	0	0	0.469387755	31.51995833	NA	0.498099473	1.379238671	0	0.204819277	1	10.16503966
chr11_59001584_SCRCBRM	SCRCBRM	0.416043422	0.02917815	0.063573645	12	3	NA	0	0	0.459183673	30.45520833	NA	1.004346504	2.036124646	0	0.204819277	1	10.02167549
chr11_59187003_CBRM	CBRM	0.793317055	0.042267639	0.092093154	12	3	36	1	14.90476851	0.56122449	37.46333333	0	0.998790564	1.024866114	0	0.289156627	1	12.61868561
chr11_59187003_CBRMUT	CBRMUT	0.503283114	0.046452919	0.101212084	12	3	NA	0	0	0.571428571	38.20320833	NA	0.001694053	0.03357293	0	0.289156627	1	12.61868561
chr11_59187003_SCRCBRM	SCRCBRM	0.689714416	0.078561088	0.171169684	12	3	NA	0	0	0.56122449	36.87170833	NA	0.003797823	0.074607398	0	0.289156627	0	0
chr11_60268033_CBRNO	CBRNO	1.283026801	0.155812199	0.339485177	12	3	33	0	0	0.581632653	38.79595833	0	0.002621193	0.050934763	0	0.34939759	1	11.06120385
chr11_60484809_SCRUBR	SCRUBR	0.100732509	0.023269594	0.059816353	5	1	NA	0	0	0.37755102	15.36258333	NA	0.575462812	1.266279934	4	0.168674699	0	0
chr11_60484809_UBR	UBR	0.24128483	0.025963394	0.056569303	12	3	NA	2	21.16125878	0.37755102	14.64020833	NA	2.147356684	2.937790905	3	0.168674699	0	0
chr11_60988741_CBRNO	CBRNO	0.142142191	0.026696764	0.058167176	12	3	57	0	0	0.540816327	38.56295833	0	0.126030405	1.388831936	0	0.373493976	0	0
chr11_60988741_SCRCBRNO	SCRCBRNO	0.396917528	0.026058852	0.056777288	12	3	NA	0	0	0.540816327	37.86120833	NA	0.575300412	1.224271835	0	0.373493976	0	0
chr11_61354753_CBRM	CBRM	1.033499744	0.104899327	0.228555702	12	3	42	2	22.11487221	0.469387755	31.52045833	0	3.160257602	3.984516444	0	0.192771084	1	10.02167549
chr11_61354753_CBRMUT	CBRMUT	1.327066366	0.126654222	0.275955485	12	3	NA	0	0	0.489795918	33.91908333	NA	1.237710658	1.98985195	0	0.192771084	1	10.02167549
chr11_62134159_UBR	UBR	0.167440007	0.014303401	0.031164394	12	3	NA	1	10.34472878	0.489795918	34.43995833	NA	0.841630009	1.283513749	0	0.168674699	1	10.56524636
chr11_63767467_CBRNO	CBRNO	0.723875042	0.046499759	0.101314139	12	3	67	0	0	0.469387755	33.76258333	0	0.020940192	0.368321316	0	0.180722892	0	0
chr11_6415090_CBRNO	CBRNO	1.288173449	0.099774878	0.217390502	12	3	72	0	0	0.551020408	40.68383333	0	0.776815826	2.628949428	0	0.301204819	0	0
chr11_6452974_CBRM	CBRM	0.069193841	0.008195862	0.017857226	12	3	22	2	22.77776842	0.418367347	33.98395833	0	1.968701075	2.666582514	0	0.144578313	2	23.31600161
chr11_6452974_CBRMUT	CBRMUT	1.100122321	0.074497911	0.162316794	12	3	NA	0	0	0.43877551	36.05345833	NA	0.016634135	0.300551267	0	0.144578313	2	23.31600161
chr11_6452974_SCRCBRM	SCRCBRM	0.65188874	0.076202687	0.166031177	12	3	NA	0	0	0.418367347	32.68370833	NA	0.16750053	1.584612227	0	0.144578313	0	0
chr11_64760769_UBR	UBR	1.063211856	0.07067294	0.153982909	12	3	NA	2	23.17826527	0.428571429	22.34870833	NA	1.962473675	3.219162948	1	0.180722892	0	0
chr11_65530508_CBRM	CBRM	0.546627234	0.021814496	0.047529641	12	3	43	2	24.19178958	0.469387755	33.58258333	0	2.081851383	3.338655543	0	0.228915663	1	12.61868561
chr11_65530508_CBRMUT	CBRMUT	0.892249665	0.036273424	0.079032899	12	3	NA	0	0	0.489795918	35.47495833	NA	0.117405983	1.343746138	0	0.228915663	1	12.61868561
chr11_65530508_SCRCBRM	SCRCBRM	0.665125974	0.02823578	0.061520399	12	3	NA	0	0	0.469387755	33.46045833	NA	0.293783305	1.31417702	1	0.228915663	1	10.78691033
chr11_65970740_CBRM	CBRM	0.492552118	0.073558033	0.160268979	12	3	41	1	10.34472878	0.479591837	32.50758333	0	1.310165553	2.235771461	0	0.192771084	0	0
chr11_65970740_CBRMUT	CBRMUT	0.658732992	0.1492959	0.325287399	12	3	NA	0	0	0.489795918	33.69645833	NA	0.598602536	1.255605655	0	0.204819277	0	0
chr11_65970740_SCRCBRM	SCRCBRM	0.842891484	0.079467008	0.173143511	12	3	NA	1	14.90476851	0.479591837	32.72920833	NA	1.044057199	1.551464677	0	0.204819277	1	12.27335709
chr11_66346369_SCRUBR	SCRUBR	1.287928181	0.110423588	0.240592017	12	3	NA	0	0	0.469387755	29.52745833	NA	1.118548848	1.941382206	0	0.192771084	3	31.75066141
chr11_66346369_UBR	UBR	2.530778517	0.107152531	0.233465005	12	3	NA	1	13.21732305	0.469387755	28.98258333	NA	1.358455089	2.605189183	0	0.192771084	0	0
chr11_6638756_CBRM	CBRM	0.062433638	0.025698327	0.055991771	12	3	32	6	69.32511584	0.37755102	20.81808333	2	6.370687007	8.274305582	1	0.192771084	0	0
chr11_6638756_CBRMUT	CBRMUT	0.05171782	0.007704263	0.016786125	12	3	NA	0	0	0.43877551	26.44758333	NA	0.351779862	1.895204347	1	0.192771084	0	0
chr11_6638756_SCRCBRM	SCRCBRM	0.139551073	0.028946876	0.063069743	12	3	NA	2	24.11476082	0.37755102	21.91145833	NA	2.783378397	4.189936233	0	0.192771084	0	0
chr11_68908425_CBRNO	CBRNO	0.506653541	0.029502668	0.064280709	12	3	67	0	0	0.489795918	30.90895833	0	0.035558132	0.483237936	1	0.240963855	1	11.96002502
chr11_68908425_SCRCBRNO	SCRCBRNO	0.194017792	0.015157777	0.033025915	12	3	NA	0	0	0.489795918	31.33733333	NA	0.034214634	0.45364279	1	0.253012048	0	0
chr11_69050496_CBRM	CBRM	0.45115632	0.032698119	0.071242988	12	3	76	1	15.76968089	0.642857143	38.72670833	0	1.905627288	2.014293662	0	0.385542169	0	0
chr11_69050496_CBRMUT	CBRMUT	2.969495064	0.145514484	0.317048413	12	3	NA	0	0	0.653061224	39.30433333	NA	0.907508478	1.029351164	0	0.385542169	0	0
chr11_69244969_UBR	UBR	0.471776035	0.014737586	0.032110399	12	3	NA	1	15.76968089	0.459183673	27.10920833	NA	1.019303754	1.326500191	0	0.228915663	0	0
chr11_69381239_CBRM	CBRM	0.44460537	0.06122236	0.13339189	12	3	31	3	32.52956244	0.43877551	28.64608333	0	3.496744177	4.24529188	0	0.168674699	0	0
chr11_69381239_CBRMUT	CBRMUT	0.569548861	0.032243555	0.07025258	12	3	NA	0	0	0.469387755	31.64395833	NA	0.675624662	1.225712992	0	0.180722892	0	0
chr11_69381239_SCRCBRM	SCRCBRM	2.405048652	0.184694338	0.402413869	12	3	NA	1	15.76968089	0.43877551	28.75145833	NA	1.694922185	3.430667214	0	0.180722892	0	0
chr11_69405623_CBRM	CBRM	0.025633962	0.003097291	0.006748408	12	3	83	2	24.07091369	0.520408163	29.02058333	0	1.913480883	2.056100633	0	0.240963855	0	0
chr11_69405623_CBRMUT	CBRMUT	0.110679888	0.036806648	0.080194693	12	3	NA	0	0	0.540816327	30.81233333	NA	0.00253898	0.050243724	0	0.240963855	0	0
chr11_69405623_SCRCBRM	SCRCBRM	1.018088276	0.067350186	0.14674326	12	3	NA	1	14.90476851	0.520408163	28.52920833	NA	1.02451101	1.394687422	0	0.240963855	0	0
